x y error+ error-
10.0 0.09366459506180565 0.04750743985981128 0.04750643985981128
16.0 0.03932328838923687 0.0312613481721637 0.0312603481721637
22.0 0.027302215235052017 0.012949599372912571 0.012948599372912572
28.0 0.02452411751379013 0.001268463873271679 0.001267463873271679
32.0 0.02825426598410325 0.014233382202252452 0.014232382202252453
40.0 0.02582038002001571 0.0010302794340949573 0.0010292794340949574
42.0 0.02531916520539331 0.0012956067361591446 0.0012946067361591447
52.0 0.02512739200790703 0.001265788064925779 0.0012647880649257791
