x y error+ error-
13.0 42.26926471545142 0.0011631450616070552 0.001162145061607055
19.0 37.74149133345968 9.051130787078593 9.051129787078594
23.0 21.46982703123439 6.1809954289281555 6.180994428928154
33.0 22.666500131199907 5.630564064255154 5.630563064255153
43.0 21.981404732307105 7.8491940824651145 7.849193082465115
58.0 18.221749267468752 7.5448717037869395 7.5448707037869385
78.0 17.8560143795481 6.9675340081540815 6.967533008154081
