x P_x_gt P_y_gt
1.0 0.002263262719536484 -0.0006247211066488176
1.0019011406844107 0.0004526525439072968 0.0002677376171352075
1.0039380771319935 0.0004526525439072968 0.0002677376171352075
1.0061108093427484 0.0013579576317218902 0.0020526550647032575
1.0081477457903314 0.0004526525439072968 0.0002677376171352075
1.0101846822379141 0.002263262719536484 0.0011601963409192326
1.0123574144486693 0.0013579576317218902 0.0002677376171352075
1.014394350896252 0.0013579576317218902 0.0011601963409192326
1.016431287343835 0.002263262719536484 0.0011601963409192326
1.0184682237914178 0.0031685678073510777 0.0011601963409192326
1.020097772949484 0.0031685678073510777 0.0029451137884872825
1.0221347093970667 0.004073872895165671 0.0029451137884872825
1.024307441607822 0.005884483070794858 0.006514948683623382
1.0263443780554047 0.004073872895165671 0.004730031236055332
1.0285171102661597 0.0049791779829802645 0.004730031236055332
1.0306898424769146 0.005884483070794858 0.006514948683623382
1.0327267789244976 0.0031685678073510777 0.007407407407407408
1.0348995111352526 0.0049791779829802645 0.007407407407407408
1.0369364475828355 0.0049791779829802645 0.007407407407407408
1.0391091797935905 0.0049791779829802645 0.00928157072735386
1.040874524714829 0.006789788158609452 0.013743864346273985
1.0427756653992395 0.006789788158609452 0.012851405622489962
1.0449483976099947 0.006789788158609452 0.014636323070058011
1.0471211298207497 0.006789788158609452 0.020080321285140562
1.0492938620315047 0.006789788158609452 0.01740294511378849
1.0513307984790874 0.012131088176715555 0.01642124051762606
1.0535035306898426 0.012131088176715555 0.02186523873270861
1.0556762629005976 0.009415172913271774 0.025435073627844716
1.0578489951113526 0.013036393264530148 0.02820169567157519
1.0598859315589355 0.01394169835234474 0.02998661311914324
1.061651276480174 0.01394169835234474 0.03444890673806336
1.0636882129277567 0.019282998370450843 0.03534136546184739
1.065996740901684 0.017562918703603117 0.039892904953145916
1.068169473112439 0.019282998370450843 0.046229361892012495
1.070342205323194 0.01846822379141771 0.0497991967871486
1.072514937533949 0.019282998370450843 0.05435073627844712
1.074823465507876 0.02109360854608003 0.05792057117358322
1.0769961977186313 0.021998913633894623 0.06514948683623382
1.0791689299293863 0.022904218721709217 0.06961178045515395
1.0813416621401413 0.028336049248596777 0.0786256135653726
1.0831070070613797 0.028336049248596777 0.08228469433288711
1.0851439435089627 0.02924135433641137 0.08763944667559125
1.08745247148289 0.0309614340032591 0.09397590361445783
1.089760999456817 0.03367734926670288 0.10120481927710845
1.0919337316675721 0.035487959442332066 0.11021865238732709
1.0942422596414991 0.040014484881405035 0.1173583221775993
1.096414991852254 0.04263986963606736 0.12637215528781792
1.0987235198261813 0.04807170016295492 0.13627844712182063
1.1008962520369363 0.04626108998732573 0.14805890227576976
1.1032047800108638 0.04988231033858411 0.15519857206604196
1.1049701249321022 0.053503530689842475 0.16608656849620704
1.1071428571428572 0.054318305268875614 0.1750111557340473
1.1094513851167844 0.057034220532319393 0.18589915216421243
1.1117599130907114 0.05884483070794858 0.20116019634091922
1.1140684410646389 0.06337135614702155 0.21294065149486838
1.116376969038566 0.06518196632265073 0.22463186077643907
1.118685497012493 0.06961796125294224 0.2390004462293619
1.1208582292232483 0.07323918160420062 0.2525658188308791
1.1231667571971755 0.076860401955459 0.2678268630075859
1.1254752851711027 0.08129639688575051 0.2822846943328871
1.1273764258555132 0.08310700706137969 0.2957608210620259
1.1295491580662682 0.08582292232482347 0.3128960285586792
1.1318576860401957 0.08935361216730038 0.32913877733154845
1.1341662140141229 0.09297483251855874 0.34895136099955376
1.1366105377512223 0.1002172732210755 0.37054886211512716
1.1389190657251496 0.10646387832699619 0.39134315037929496
1.1412275936990766 0.11099040376606917 0.41294065149486836
1.1435361216730038 0.11452109360854609 0.43632307005800985
1.1459804454101032 0.11814231395980446 0.4615796519410977
1.1482889733840305 0.12357414448669202 0.48505131637661764
1.1501901140684412 0.1316313597682419 0.5111111111111112
1.1523628462791962 0.13525258011950028 0.5282463186077644
