x y1_gt y2_gt y1_node y2_node y1_cann y2_cann y1_icnn y2_icnn
1.0 0.00045599635202918376 0.0011667564171602945 0.0 0.0 -0.0007884494492193523 3.2561937560770735e-05 0.004364095075767516 0.005063351044342079
1.0020193861066236 0.00045599635202918376 0.00026925148088314486 0.0010314646069375427 0.0005202944574919828 -0.00048210523069245936 4.727559115416495e-05 0.004028452776363921 0.0045820064157658935
1.004038772213247 -0.00045599635202918376 0.00026925148088314486 0.0019069614244328539 0.0009723895256282204 -0.00020030172745914512 6.283974813353654e-05 0.00370102432851056 0.0041227738465478
1.0060581583198707 0.0013679890560875513 0.0020642613534374438 0.002628214561784402 0.001362602808931676 5.8696687839292876e-05 8.018002821273321e-05 0.0033828984117179562 0.003686004585715441
1.008212170166936 0.00045599635202918376 0.00026925148088314486 0.0032356494403957808 0.0017186426292228087 0.00031175003978858813 0.0001016401130160792 0.0030550312397036863 0.003245270841970682
1.0102315562735595 0.00045599635202918376 0.0011667564171602945 0.0036651702187592444 0.002003727081437326 0.0005290057677720258 0.00012544844039276458 0.0027595328059297824 0.0028560320069933587
1.0123855681206246 0.002279981760145919 0.0011667564171602945 0.003989730326803386 0.0022639750722878507 0.0007413463184637965 0.00015573892095448617 0.0024582197298776637 0.0024667886168077136
1.0144049542272482 -0.00045599635202918376 0.00026925148088314486 0.004184208341345805 0.002473714829988552 0.0009239678142762823 0.00018957715641007003 0.002189862734923675 0.0021265608311668016
1.0164243403338717 0.002279981760145919 0.0011667564171602945 0.004287347392976594 0.0026562767735888795 0.0010923404000546984 0.00022948009119625086 0.0019362368591282365 0.0018105762895229693
1.018578352180937 0.0013679890560875513 0.00026925148088314486 0.004312357213993694 0.0028268443379826577 0.001258058625515382 0.0002795828415225422 0.001683102771628087 0.0015006339799289448
1.020193861066236 -0.00045599635202918376 0.00026925148088314486 0.004282769709330868 0.0029416327633800463 0.0013740961877736686 0.0003227945304579349 0.001505771780346415 0.0012867846609480038
1.0222132471728596 0.0013679890560875513 0.0011667564171602945 0.0041977120944910115 0.0030727101708631424 0.0015105804027442833 0.0003842204145020206 0.0013000769433940294 0.0010421949777433825
1.0243672590199246 -0.00045599635202918376 0.00026925148088314486 0.004059417068477375 0.0032010180596230495 0.0016473673979303454 0.00045955848576942696 0.0011012971993520453 0.0008094851927116231
1.0263866451265482 0.00045599635202918376 0.0011667564171602945 0.003895401100568285 0.0033137880679263154 0.001769053852504439 0.0005401179085072856 0.0009353505987633961 0.0006181028347312933
1.0285406569736135 0.0013679890560875513 0.0020642613534374438 0.003693755977656534 0.003429197411763729 0.0018937143208116703 0.0006374143343317838 0.0007812745257451544 0.0004429205759635124
1.0306946688206786 0.00045599635202918376 0.00026925148088314486 0.00347372543391178 0.0035424432595330263 0.002014985397907524 0.0007472268654038225 0.0006520708601511033 0.00029803366924363583
