x P_x_pr P_y_pr
1.0 0.008859544801715037 0.0
1.0014651038891849 0.008848863584190613 -5.234697438616006e-06
1.003063399041023 0.008841947487024996 3.531206906842707e-05
1.0045285029302078 0.008842674167647639 0.0001377483811514901
1.0061267980820459 0.008853731333308884 0.0002882068639690926
1.007725093233884 0.008877632497072402 0.0004963404066210535
1.0091901971230688 0.008917335414651244 0.0007880815556065144
1.0107884922749069 0.008974779618809962 0.0011249867242094512
1.0123867874267447 0.009056988830681935 0.001564585350622398
1.0138518913159298 0.009154607332932245 0.0020389033963891055
1.0150506126798082 0.009258138598054449 0.0025256996291051948
1.0166489078316463 0.009400963932895119 0.0030929550440236472
1.0181140117208312 0.009572234900655514 0.0037766204860250853
1.0197123068726692 0.009793524622236857 0.0046132214577481005
1.0213106020245073 0.010041709216526628 0.005478163805575405
1.0229088971763451 0.010341966816105186 0.0065087928533504105
1.0245071923281832 0.010671476623562668 0.007561932182299721
1.0261054874800213 0.011062513564697679 0.008801801019024369
1.0277037826318594 0.011484842816505265 0.010057797937102627
1.0293020777836974 0.011978803861491413 0.011522687338765393
1.0305007991475759 0.012410545999548987 0.01281357470794758
1.032099094299414 0.01295699977049172 0.014264392378749623
1.033697389451252 0.013585274821128734 0.015941330674079244
1.0351624933404369 0.014274638136731082 0.017841196837003005
1.0368939797549281 0.015096565694596484 0.01994171666017492
1.0384922749067662 0.015960521948449533 0.022155641607054567
1.039957378795951 0.01682005230925321 0.024315868871645517
1.0416888652104421 0.017879167779553274 0.026862718451762125
1.0432871603622802 0.018981830848868644 0.029528998564381324
1.044752264251465 0.02006998405687284 0.0321172808121208
1.0460841768779967 0.0211801876736069 0.03479479581287597
1.047682472029835 0.022422842168986643 0.03751348438047538
1.0492807671816728 0.023872590964068137 0.04081315797138993
1.050879062333511 0.025425515215626093 0.044297915960539745
1.052477357485349 0.027085851176429768 0.04797372583940212
1.054075652637187 0.02885792122029511 0.0518467076960868
1.0556739477890251 0.030746135004640386 0.05592313821897756
1.057272242940863 0.032669843820892615 0.05992700525276315
1.058870538092701 0.03479871572156484 0.0644165941001688
1.0606020245071923 0.03715554513679249 0.06922253491420868
1.061800745871071 0.039142397126786195 0.07355225753565675
1.0633990410229088 0.04144487931090373 0.07803630365214972
1.064997336174747 0.04409119442841351 0.08340378151860021
1.0667288225892382 0.04700720184610265 0.08913651269137143
1.0683271177410762 0.04996178667240089 0.09501785772036744
1.0700586041555675 0.05321039255099599 0.10129304021736145
1.0716568993074054 0.056633407381990124 0.10813319274824972
1.0732551944592434 0.060094821525765736 0.11485962558335391
1.0749866808737347 0.06388948137357961 0.12202655887677265
1.0765849760255728 0.06771524996514902 0.1293510842351548
1.0779168886521044 0.07121343162215286 0.13617251269222988
1.0795151838039425 0.07504400470676585 0.14308811453783446
1.0811134789557806 0.07940654054445963 0.15129193877834213
1.0828449653702719 0.08436237333212908 0.16055737625224648
1.0844432605221097 0.08915555946554216 0.16946943944779197
1.0861747469366008 0.09438174944972606 0.178941979811704
1.087773042088439 0.0996230639278773 0.18858394679634605
1.0895045285029301 0.10533008731980892 0.19882620091827585
1.0911028236547682 0.11104604393277918 0.20924135134596153
1.0928343100692595 0.11751199610618537 0.22097458985874963
1.0941662226957911 0.12294379354669654 0.23102540325543947
1.0957645178476292 0.12885675331878194 0.24121605766067541
1.0974960042621205 0.13611898632754357 0.2542539715818748
1.0990942994139585 0.14310281310051 0.26675243417152644
1.1008257858284498 0.1509805778635816 0.28080956391464446
1.1025572722429409 0.1588744746058266 0.2945857476254951
1.1042887586574321 0.16741478159772344 0.3097359960020369
1.1058870538092702 0.17560984469055527 0.3242417657650324
1.1076185402237615 0.18483436136231618 0.340537505686812
1.1093500266382526 0.1940582597207571 0.35649275794185276
1.1106819392647842 0.2024486540351932 0.3718975797760639
1.1122802344166225 0.2111392724035574 0.386533842656857
1.1140117208311135 0.22176229778051265 0.4051862356311554
1.1157432072456048 0.23236558029397733 0.4234346318888178
1.1174746936600959 0.2437944487338924 0.4434570375990188
1.1192061800745872 0.25564928985026997 0.46421582582041043
1.1209376664890784 0.26746631660001474 0.48451330568336076
1.1226691529035695 0.2801873564524081 0.5067693218818098
1.1244006393180608 0.29336573926341963 0.5298304323631126
1.1259989344698988 0.30594572092743244 0.5518537398764288
1.1274640383590837 0.31837678219916654 0.574075116705722
