x P_x_gt P_y_gt
1.0 0.00045475216007276033 0.001154324276327473
1.0014651038891849 0.002273760800363802 0.0002663825253063399
1.003063399041023 -0.00045475216007276033 0.0002663825253063399
1.0045285029302078 0.00045475216007276033 0.001154324276327473
1.0061267980820459 0.0013642564802182808 0.0002663825253063399
1.007725093233884 -0.00045475216007276033 0.0002663825253063399
1.0091901971230688 0.0013642564802182808 0.001154324276327473
1.0107884922749069 -0.00045475216007276033 0.0002663825253063399
1.0123867874267447 0.00045475216007276033 0.0002663825253063399
1.0138518913159298 0.002273760800363802 0.0002663825253063399
1.0150506126798082 -0.00045475216007276033 0.001154324276327473
1.0166489078316463 0.0031832651205093224 0.001154324276327473
1.0181140117208312 0.002273760800363802 0.0020422660273486056
1.0197123068726692 0.0031832651205093224 0.002930207778369739
1.0213106020245073 0.004092769440654843 0.002930207778369739
1.0229088971763451 0.0050022737608003635 0.005594033031433138
1.0245071923281832 0.005911778080945884 0.005594033031433138
1.0261054874800213 0.0031832651205093224 0.005594033031433138
1.0277037826318594 0.005911778080945884 0.007369916533475404
1.0293020777836974 0.005911778080945884 0.007369916533475404
1.0305007991475759 0.005911778080945884 0.00834665245959865
1.032099094299414 0.006821282401091405 0.011010477712662049
1.033697389451252 0.006821282401091405 0.011010477712662049
1.0351624933404369 0.006821282401091405 0.01456224471674658
1.0368939797549281 0.012187357889949978 0.016338128218788845
1.0384922749067662 0.009458844929513415 0.016338128218788845
1.039957378795951 0.013096862210095499 0.018202805895933226
1.0416888652104421 0.014006366530241017 0.018202805895933226
1.0432871603622802 0.01582537517053206 0.021754572900017758
1.044752264251465 0.01937244201909959 0.021754572900017758
1.0460841768779967 0.018553888130968622 0.028946901083288935
1.047682472029835 0.0176443838108231 0.02983484283431007
1.0492807671816728 0.02210095497953615 0.03516249334043687
1.050879062333511 0.023010459299681672 0.036139229266560116
1.052477357485349 0.02210095497953615 0.04235482152370804
1.054075652637187 0.028467485220554794 0.04599538270289469
1.0556739477890251 0.03110504774897681 0.04865920795595809
1.057272242940863 0.035652569349704406 0.051323033209021485
1.058870538092701 0.03656207366984993 0.0567394778902504
1.0606020245071923 0.04201909959072305 0.06295507014739833
1.061800745871071 0.04283765347885402 0.06659563132658497
1.0633990410229088 0.04465666211914506 0.07192328183271178
1.064997336174747 0.05011368804001819 0.07911561001598295
1.0667288225892382 0.05193269668030923 0.08275617119516959
1.0683271177410762 0.055479763528876756 0.08897176345231753
1.0700586041555675 0.057298772169167796 0.09438820813354643
1.0716568993074054 0.06457480673033196 0.10246847806783874
1.0732551944592434 0.06903137789904501 0.11232463150417334
1.0749866808737347 0.07175989085948158 0.116764340259279
1.0765849760255728 0.07803547066848567 0.12662049369561357
1.0779168886521044 0.08531150522964984 0.13381282187888474
1.0795151838039425 0.08622100954979536 0.14100515006215592
1.0811134789557806 0.09158708503865394 0.1481974782454271
1.0828449653702719 0.09886311959981808 0.1562777481797194
1.0844432605221097 0.10241018644838563 0.16613390161605399
1.0861747469366008 0.10877671668940427 0.17776593855443085
1.087773042088439 0.1159618008185539 0.18309358906055762
1.0895045285029301 0.11959981809913595 0.19570236192505772
1.0911028236547682 0.12769440654843112 0.20733439886343455
1.0928343100692595 0.13497044110959525 0.21452672704670572
1.0941662226957911 0.14033651659845384 0.2270467057361037
1.0957645178476292 0.14843110504774898 0.23512697567039603
1.0974960042621205 0.15206912232833103 0.24764695435979397
1.0990942994139585 0.15934515688949522 0.259367785473273
1.1008257858284498 0.16925875397908138 0.27277570591369205
1.1025572722429409 0.17462482946793995 0.2844077428520689
1.1042887586574321 0.18453842655752611 0.29968034096963236
1.1058870538092702 0.19272396543883583 0.31220031965903033
1.1076185402237615 0.20172805820827647 0.3274729177765939
1.1093500266382526 0.21164165529786264 0.3445213993961996
1.1106819392647842 0.21709868121873577 0.3579293198366187
1.1122802344166225 0.2251932696680309 0.3705380927011188
1.1140117208311135 0.2369258753979081 0.38483395489255906
1.1157432072456048 0.24683947248749433 0.40277037826318596
1.1174746936600959 0.25493406093678944 0.4189309181317705
1.1192061800745872 0.26666666666666666 0.44041910850648197
1.1209376664890784 0.2793087767166894 0.4556917066240454
1.1226691529035695 0.2884038199181446 0.47362812999467235
1.1244006393180608 0.30013642564802184 0.4951163203693838
1.1259989344698988 0.3135970895861755 0.5139406854910318
1.1274640383590837 0.32360163710777623 0.5354288758657432
