x P_x_pr P_y_pr
1.0 0.0 0.0
1.0020193861066236 0.00014264393286649393 1.433652542426518e-07
1.004038772213247 0.00028783875734009727 1.1325897461629986e-06
1.0060581583198707 0.00043722876293179647 3.798947076594022e-06
1.008212170166936 0.0006030178708159436 9.417205942093953e-06
1.0102315562735595 0.0007661511319986187 1.8142793989395787e-05
1.0123855681206246 0.0009501622021969192 3.20631758592546e-05
1.0144049542272482 0.0011336531785003424 5.0276654297155875e-05
1.0164243403338717 0.001329292644811701 7.428924664179201e-05
1.018578352180937 0.001553010559470037 0.00010716968604420176
1.020193861066236 0.0017320080039072054 0.00013730153231389418
1.0222132471728596 0.0019704776033995725 0.00018221650909004683
1.0243672590199246 0.0022443340652084686 0.00023979960248341273
1.0263866451265482 0.0025207824705666395 0.0003036425016734474
1.0285406569736135 0.0028382204843494913 0.0003831098901463312
1.0306946688206786 0.003180504570377634 0.00047518375386678986
1.0328486806677437 0.0035491979674868897 0.0005807458862821368
1.0348680667743673 0.003920198610747608 0.0006927375919344499
1.0370220786214324 0.004344404450251794 0.000826912777974682
1.0391760904684977 0.004799452530276021 0.0009771210568118895
1.0407915993537964 0.005161856682533377 0.0011008116360571307
1.0428109854604202 0.005641334630696391 0.001269324541651174
1.0449649973074853 0.006186426146731736 0.0014668230554874696
1.0471190091545504 0.0067676153155705274 0.0016834617971330235
1.0492730210016157 0.007386272789087226 0.0019200681384333763
1.0514270328486808 0.008043747383912444 0.0021774634051639243
1.0535810446957459 0.00874136680356181 0.002456463105732311
1.055735056542811 0.009480438340050258 0.0027578771529034353
1.0578890683898763 0.010262249555602974 0.0030825100787603664
1.0600430802369414 0.011088068945052203 0.003431161243106811
1.0617932148626819 0.011792315169385944 0.00373267414778531
1.0638126009693054 0.012642897469640929 0.004101481343985473
1.066101238556812 0.013657310453434001 0.004547325933400979
1.0682552504038774 0.014662228227605885 0.0049947938999800046
1.070543887991384 0.015784618506454875 0.005500705789303374
1.072697899838449 0.01689366641414763 0.006006356300423739
1.074986537425956 0.018129319957225068 0.006575829401079154
1.0771405492730208 0.019347407190856005 0.007142933705911014
1.079429186860528 0.020701472631476668 0.007779426303747845
1.081583198707593 0.022033383844431955 0.008411223575845728
1.0833333333333335 0.02315739020100005 0.008948472155162888
1.0853527194399568 0.024501736904358924 0.009595580446473531
1.0876413570274637 0.0260878159345272 0.010364954166687444
1.0899299946149703 0.0277415122524264 0.011173421076965645
1.0920840064620356 0.02936083078718681 0.011970841048791453
1.0943726440495423 0.03114937460242934 0.012857736887424476
1.0966612816370491 0.03300920899830212 0.013786338848232917
1.0988152934841142 0.03482586073645506 0.014699205690077224
1.1011039310716209 0.03682756421454531 0.015711282690948986
1.1032579429186862 0.038779878428341234 0.01670427161189393
1.105142703284868 0.040543325959347086 0.017605895404515112
1.1072967151319333 0.04262263291873368 0.018674414250462304
1.1095853527194401 0.044907671603491725 0.019855013488227352
1.1118739903069468 0.047271920158874936 0.02108313447176559
1.1141626278944534 0.049716530709683626 0.02235964332600253
1.1164512654819603 0.05224264640291073 0.023685404256228892
1.118739903069467 0.0548514018253166 0.025061279669591457
1.1210285406569735 0.057543923408909146 0.026488130292620884
1.1233171782444802 0.06032132982468004 0.02796681528491511
1.1256058158319873 0.06318473236497271 0.02949819234911341
1.127490576198169 0.06560818066334138 0.030799496257947007
1.1296445880452342 0.06845095521553379 0.03233178273428933
1.131933225632741 0.07155783847263929 0.034013290705019544
1.1343564889606894 0.07494573028269909 0.035854668868541675
1.136645126548196 0.07823933272442088 0.037652214050106186
1.138933764135703 0.08162527491913607 0.039507422512654475
1.141357027463651 0.0853122267293961 0.04153555696550029
1.143645665051158 0.08889164513064152 0.04351216097427253
1.1459343026386646 0.0925666626041515 0.04554902742105052
1.1483575659666128 0.09656323158374465 0.04777233648118681
1.150242326332795 0.09974739085532032 0.04954958754790009
1.15239633817986 0.1034683753655928 0.05163283417735559
1.1548196015078083 0.1077600058614003 0.054043761801401496
1.1572428648357567 0.11216455901107177 0.0565268902546551
1.159666128163705 0.11668326970096046 0.05908322484409956
1.1619547657512117 0.12105687147147427 0.06156566528997218
1.16437802907916 0.1258010781989709 0.06426722247046329
1.1668012924071083 0.1306630607316615 0.06704494525293017
1.1692245557350567 0.1356440428609307 0.06989983879675493
1.1716478190630049 0.1407452462952431 0.07283290841735382
1.1735325794291869 0.14479674590412694 0.07516887613248421
1.1758212170166935 0.1498160145087402 0.0780704861837577
1.178244480344642 0.15525066319477518 0.08122146381334672
1.18066774367259 0.1608100669222048 0.08445436209463775
1.1830910070005385 0.1664954411889155 0.0877701880260294
1.1855142703284869 0.17230800089631135 0.09116994914789017
1.187937533656435 0.17824896058443057 0.09465465360262434
1.1903607969843835 0.18431953466032147 0.09822531019274777
1.1927840603123316 0.1905209376199079 0.1018829284370587
1.19520732364028 0.19685438426354884 0.10562851862497236
1.1972267097469038 0.20223399993873226 0.10881777401370624
1.1995153473344105 0.20844365793443512 0.1125077046627306
1.2019386106623589 0.2151502715887409 0.11650296932866944
1.2044964997307486 0.22237773608953165 0.12081980132809855
1.2069197630586967 0.22936654185026664 0.12500485948852466
1.2094776521270867 0.23689459605401256 0.12952429308345598
1.211900915455035 0.24417075139642216 0.13390343677292038
1.2143241787829833 0.2515885675998845 0.1383785552410416
1.2168820678513732 0.2595735240450995 0.1432075384634468
1.2193053311793216 0.2672863847647642 0.14788314071419298
1.2214593430263867 0.274264298648609 0.15212238906623704
