x y error+ error-
51.0 3.95556496612123 0.5632266941612689 0.5632256941612689
66.0 3.9826353220833113 0.9207808661243295 0.9207798661243295
86.0 3.609629131550809 0.6780670482391834 0.6780660482391835
106.0 3.8730112242944097 0.5832948070375491 0.5832938070375491
