x y error+ error-
51.0 4.373496236352574 2.2286533169850298 2.22865231698503
66.0 5.85743609169175 2.5305067332763733 2.530505733276373
86.0 3.3433690251117674 1.7026196276765373 1.7026186276765374
106.0 5.2479787499794055 1.894208339899766 1.894207339899766
