x y error+ error-
51.0 4.432880367241141 2.2510910296841713 2.251090029684171
66.0 3.3951051192785466 1.2100049197779974 1.2100039197779975
81.0 2.9610138456406347 1.0600404854841627 1.0600394854841628
91.0 3.6339934776991507 1.4016450772855549 1.401644077285555
111.0 3.508840010373632 1.4143405696703581 1.4143395696703582
