x a e i b f j c g k d h l
0.0 0.9987828484714807 0.0 0.0 0.9729191745687326 0.999741130492344 0.7895733068178659 0.0 0.0 0.9956165607373045 0.9863050163682388 0.9905217719711903 0.8198016456412267
0.0 0.9989404832837321 0.0 0.0 0.9729422402329112 0.9997412024058998 0.7896269778519431 0.0 0.0 0.9966875567772541 0.989866755544355 0.9935951200823425 0.9544670467841214
