x a e i b f j c g k d h l
1.0 0.9956031486516 0.725229702940779 0.0 0.7904495572263901 0.9998469534772361 0.7895747138816467 0.0 0.029127890227965903 0.9990337642925997 0.9910262929819909 0.9936455408141885 0.8798214746629047
