x a e i b f j c g k d h l
2.0 0.9944687272381879 0.4144330717216363 0.12949799204963805 0.16070513048729143 0.9997692864375968 0.19481876802143402 0.0 0.0 0.9935859811609129 0.9840195526174214 0.993724297427916 0.9175849577552502
