x a e i b f j c g k d h l
0.0 0.9988616658776064 0.0 0.0 0.9729307074008219 0.9997411664491219 0.7896001423349045 0.0 0.0 0.9961520587572793 0.9880858859562969 0.9920584460267664 0.8871343462126741
