x a e i b f j c g k d h l
1.0 0.9955248355381154 0.7213854580673148 0.0 0.7355301716518285 0.9998221754042482 0.7654780589884573 0.0 0.010387108114974123 0.99886070402799 0.9879869068632949 0.9924465562074111 0.8473469851345452
1.0 0.9956814617650847 0.7290739478142433 0.0 0.8453689428009517 0.9998717315502239 0.813671368774836 0.0 0.04786867234095768 0.9992068245572094 0.9940656791006868 0.994844525420966 0.9122959641912642
