x a e i b f j c g k d h l
2.0 0.9992550626036695 0.0 0.4252417090134294 0.6194399365184017 0.9997506705481559 0.8724899213210551 0.42759149704617916 0.0 0.998327681827172 0.998953467090028 0.9937494143727483 0.9976140616789285
2.0 0.9995151284314566 0.0 0.6609251421906047 0.884183272488208 0.9998552060312457 0.9273023912779841 0.8717259141951739 0.0 0.9992521859703207 0.9991601149330749 0.994118851234036 0.9978872466138263
