x a e i b f j c g k d h l
2.0 0.999385095517563 0.0 0.5430834256020171 0.7518116045033049 0.9998029382897008 0.8998961562995196 0.6496587056206765 0.0 0.9987899338987464 0.9990567910115514 0.9939341328033922 0.9977506541463774
