x a e i b f j c g k d h l
0.0 0.999486590736212 0.035349438304731265 0.07757618418218847 0.8172895306388247 0.9996602744541444 0.9040574231540284 0.0 0.0 0.9984930284909131 0.9954187439776487 0.9709937602748031 0.9662047468365793
