x a e i b f j c g k d h l
1.0 0.9997886039923591 0.0 0.0 0.7676577163071384 0.9997831852438834 0.8613061822792087 0.688607834672747 0.048757601489124 0.9985695334355292 0.9990588252928118 0.9942257290316662 0.9975800335013049
