x a e i b f j c g k d h l
1.0 0.9997677789167585 0.0 0.0 0.6754190069203824 0.9996807013124915 0.8187507131357231 0.43919887916149536 -0.1259189085036611 0.9982786665957514 0.9987860369467204 0.9940602695184557 0.9974064194684571
1.0 0.9998094290679598 0.0 0.0 0.8598964256938945 0.9998856691752753 0.9038616514226944 0.9380167901839986 0.22343411148190911 0.9988604002753071 0.9993316136389031 0.9943911885448766 0.9977536475341526
