x y_gt y_node
1.0 0.0 0.0
1.04 0.0942 0.06922232625446742
1.08 0.16 0.12702684273420384
1.12 0.24 0.1760983180447234
1.15 0.26 0.2083896087311434
1.21 0.331 0.2641062442028113
1.32 0.439 0.3453825294437579
1.43 0.514 0.4107023689516222
1.7 0.657 0.5422071046688203
1.95 0.773 0.6529939590240811
2.5 0.968 0.9076390050263086
3.04 1.26 1.2020162318101575
3.44 1.47 1.4660691726839588
3.76 1.73 1.7192980465961418
4.03 1.97 1.9749914670463244
4.26 2.23 2.236191762371266
4.45 2.45 2.4942076756832696
