x y_gt y_node
1.0 0.0 0.0
1.04 0.0942 0.07205300969349085
1.08 0.16 0.13464711410698796
1.12 0.24 0.19016587692047127
1.15 0.26 0.22825045958832446
1.21 0.331 0.2977469757882749
1.32 0.439 0.41105880760304375
1.43 0.514 0.5165438426368445
1.7 0.657 0.781578825282099
1.95 0.773 1.0651060630868854
2.5 0.968 1.9023643107071408
3.04 1.26 3.1054609231481973
3.44 1.47 4.307267972970437
3.76 1.73 5.500385843737813
4.03 1.97 6.695611699185261
4.26 2.23 7.871193446642372
4.45 2.45 8.966568980911891
