x y_gt y_node
1.0 0.0 0.0
1.05 0.0625 0.06023910666397765
1.13 0.158 0.14141440104185357
1.2 0.238 0.20112674222034702
1.33 0.33 0.2931382551331489
1.45 0.417 0.3637052033809021
1.86 0.594 0.5538568995009717
2.4 0.767 0.7556535195959824
2.99 0.945 0.9563366571632776
3.5 1.13 1.1503093902177515
3.98 1.3 1.3356253457816696
4.39 1.48 1.498305863545348
4.72 1.64 1.6404229561850092
4.99 1.82 1.7979654014982627
