x y_gt y_node
1.0 0.0 0.0
1.05 0.0625 0.07685260464169828
1.13 0.158 0.18043647994157364
1.2 0.238 0.25667024852812376
1.33 0.33 0.37426807927698125
1.45 0.417 0.4646413260447714
1.86 0.594 0.709926908768994
2.4 0.767 0.9774032934494918
2.99 0.945 1.2495855152921596
3.5 1.13 1.478945486530737
3.98 1.3 1.6920977858530386
4.39 1.48 1.8727168596336807
4.72 1.64 2.0174092470210545
4.99 1.82 2.135490271272648
