x y_gt y_node
1.0 0.0 0.0
1.04 0.0942 0.07075716850424152
1.08 0.16 0.1299813260118761
1.12 0.24 0.1803886337548506
1.15 0.26 0.21364109586460905
1.21 0.331 0.2712067054603762
1.32 0.439 0.3557200482913791
1.43 0.514 0.4241577282135721
1.7 0.657 0.5625802887141014
1.95 0.773 0.6781270188020384
2.5 0.968 0.9572987829838232
3.04 1.26 1.2880471907144986
3.44 1.47 1.595803958508809
3.76 1.73 1.901521521376175
4.03 1.97 2.2087305023796593
4.26 2.23 2.526571403669947
4.45 2.45 2.825561337576599
