x y_gt y_node
1.0 0.0 0.0
1.05 0.0625 0.05899408804403007
1.13 0.158 0.13849492297709798
1.2 0.238 0.19698246176395245
1.33 0.33 0.28713899061769327
1.45 0.417 0.3563490986631635
1.86 0.594 0.5439608012276674
2.4 0.767 0.7497489270338235
2.99 0.945 0.9649797069522118
3.5 1.13 1.155939508792771
3.98 1.3 1.3464524083201712
4.39 1.48 1.5226396878312478
4.72 1.64 1.6777607866864872
4.99 1.82 1.8169891273256547
