x y_gt y_node
1.0 0.0 0.0
1.04 0.0942 0.08988289005939629
1.08 0.16 0.16439375752322086
1.12 0.24 0.22712754846771752
1.15 0.26 0.2680767973766165
1.21 0.331 0.33793077669184657
1.32 0.439 0.4373154915227251
1.43 0.514 0.5141319208802807
1.7 0.657 0.6573643323021745
1.95 0.773 0.7649017011946324
2.5 0.968 0.9822626071944504
3.04 1.26 1.2398291805295438
3.44 1.47 1.48356727236747
3.76 1.73 1.7259655823690947
4.03 1.97 1.974825819078262
4.26 2.23 2.2265810197678952
4.45 2.45 2.4502729841925777
