x y_gt y_node
1.0 0.0 0.0
1.05 0.0625 0.06033343407004122
1.13 0.158 0.14168435044259872
1.2 0.238 0.20161336466513197
1.33 0.33 0.2942589886434561
1.45 0.417 0.3657439198958804
1.86 0.594 0.5623632464803401
2.4 0.767 0.7853588115021329
2.99 0.945 1.0289631432537647
3.5 1.13 1.2542437149139585
3.98 1.3 1.486404954973576
4.39 1.48 1.7056493036192113
4.72 1.64 1.9002110736774207
4.99 1.82 2.0744222454060517
