,lambda_x,lambda_y,sigma_xx [MPa],sigma_yy [MPa]
0,1.0,1.0,-0.0004604687571948244,0.000277623542476402
1,1.0011104941699056,1.0019339687802182,0.0023049005253255647,0.00027816045774020496
2,1.0022209883398112,1.004006078187595,0.00046149145293540144,0.0002787357240942796
3,1.0033314825097168,1.0063544688492887,-0.00046200280080569,0.0002793876926288975
4,1.0044419766796224,1.0085647188838238,0.0023125707433798923,0.0012133390103173896
5,1.005552470849528,1.010774968918359,-0.00046302549654626704,0.00028061492751758996
6,1.0066629650194336,1.012985218952894,0.0004635368444165556,0.0002812285449619362
7,1.0077734591893392,1.0151954689874292,0.0023202409614342203,0.0012213160370938905
8,1.0086063298167685,1.0168531565133305,-0.0004644317031895605,0.0002823023754895421
9,1.009716823986674,1.0192015471750242,0.001394829153179547,0.0012261354907713601
10,1.0108273181565797,1.0214117972095593,0.002327271994650688,0.0012287944996968603
11,1.0119378123264853,1.0236220472440944,-0.0004659657468004261,0.0012314535086223608
12,1.0130483064963909,1.0258322972786298,0.002332385473353573,0.0040820644811198495
13,1.0141588006662965,1.0281806879403232,0.0004669884425410032,0.005994390462728149
14,1.015269294836202,1.0303909379748586,0.003272498532879042,0.006007276429059421
15,1.0161021654636313,1.0324630473822352,0.003275183109198057,0.005063903526860861
16,1.017212659633537,1.0343970161624534,0.0032787625442900767,0.006987875456214983
17,1.0183231538034425,1.036745406824147,0.004220153973491266,0.007003740023890684
18,1.0194336479733481,1.0389556568586822,0.005163590794173611,0.007980133214813126
19,1.0205441421432537,1.0413040475203759,0.006109073006337109,0.012912709824887134
20,1.0216546363131593,1.0436524381820693,0.003293080284658156,0.011976022796092596
21,1.0229039422543031,1.0458626882166044,0.006123198991253831,0.014904946694924773
22,1.0240144364242088,1.0482110788782981,0.005186793203787953,0.014938414413035159
23,1.024847307051638,1.050006907031358,0.0061348321553028945,0.015935696164458887
24,1.0259578012215436,1.0523552976930517,0.007086322704942282,0.018990309369807987
25,1.0270682953914492,1.0545655477275868,0.00709399292299661,0.019030194503690492
26,1.0281787895613548,1.0569139383892803,0.007953862717977052,0.01907257245844065
27,1.0292892837312604,1.059262329050974,0.012702008934934741,0.02303596588256329
28,1.0305385896724044,1.0616107197126676,0.00987024113145739,0.027999172230067586
29,1.03164908384231,1.0638209697472027,0.013681214539143774,0.03209380308509977
30,1.032481954469739,1.0660312197817379,0.014643111017943529,0.034133518604893706
31,1.0335924486396446,1.067965188561956,0.014658860532348415,0.03814867321718629
32,1.0347029428095502,1.0704517198508081,0.01658040355931867,0.04031777253185999
33,1.035952248750694,1.0728001105125018,0.018508517406422127,0.04735569616087946
34,1.0370627429205996,1.0751485011741955,0.020342990674778995,0.054523540500042496
35,1.0381732370905052,1.077496891835889,0.020364774094053288,0.05663689011315797
36,1.0394225430316493,1.0799834231247412,0.021346523653917007,0.06386353945740418
37,1.0405330372015549,1.0823318137864346,0.022327595677852585,0.07101362724177143
38,1.0413659078289839,1.0841276419394945,0.024263533147371456,0.07624810363446381
39,1.0424764019988895,1.086476032601188,0.028129629855474937,0.0845573147712011
40,1.043586896168795,1.08896256389004,0.030081751485088445,0.09492899640796018
41,1.0448362021099389,1.0913109545517337,0.03290822683810832,0.09816345065928976
42,1.0459466962798445,1.0936593452134273,0.037759460785716174,0.10758466444215004
43,1.04705719044975,1.0961458765022793,0.0377995504587468,0.11807456970651982
44,1.0481676846196557,1.098494267163973,0.03977023401605178,0.1275782255497674
45,1.049139367018323,1.1007045171985081,0.0446380612020505,0.13394655192634075
46,1.0502498611882287,1.102776626605885,0.04555580279225084,0.14450598771737302
47,1.0513603553581343,1.1052631578947367,0.04947692053119738,0.15618516029106636
48,1.0526096612992781,1.1076115485564306,0.05438265137808124,0.1700469701142993
49,1.053720155469184,1.1100980798452824,0.05541043502996769,0.17761980196673086
50,1.0549694614103278,1.1125846111341346,0.05926521816644103,0.19160836214331156
51,1.0560799555802334,1.1150711424229867,0.06224535355448261,0.20761828045114283
52,1.057329261521377,1.1174195330846803,0.06913512692178271,0.2205678201063875
53,1.0581621321488064,1.1193535018648983,0.07016408667377083,0.22934005673967103
54,1.059272626318712,1.1218400331537506,0.07599331177439579,0.2497822616849828
55,1.0605219322598558,1.1243265644426026,0.07901296156911392,0.26396599055995584
56,1.0616324264297614,1.1268130957314546,0.08779720209365252,0.283528114685714
57,1.062742920599667,1.1292996270203068,0.0908251996423531,0.296799087612222
58,1.0639922265408106,1.1317861583091586,0.09485145050343091,0.31756206107656576
59,1.0651027207107162,1.1342726895980109,0.10073771645898656,0.3351594204966175
60,1.0660744031093836,1.1366210802597043,0.10868392174260605,0.3549968670994357
61,1.0671848972792892,1.138693189667081,0.11066447431380759,0.37271495575166264
62,1.068434203220433,1.1411797209559333,0.11768175227256415,0.39369961130147324
63,1.0695446973903386,1.1438043928719435,0.12460045514562589,0.41598660595842485
64,1.0707940033314827,1.1462909241607957,0.12967666937246394,0.4426681497800297
65,1.0719044975013883,1.148777455449648,0.1385968517283188,0.46616593949164414
66,1.0731538034425319,1.1512639867384997,0.14666484729094417,0.4929574742401479
67,1.0742642976124375,1.153750518027352,0.15463232464596766,0.5209280749079633
68,1.075235980011105,1.1556844868075702,0.1597233168262571,0.5391269200441386
69,1.0764852859522487,1.1583091587235805,0.16674938996838257,0.5739022057936379
70,1.0775957801221543,1.1607956900124328,0.17386819604678497,0.6044602394688098
71,1.0788450860632983,1.1634203619284433,0.18489945251773252,0.6351116708324901
72,1.0,1.0,-0.0004572473708276177,0.0002719978240174079
73,1.0020399836801306,1.000960219478738,0.0022909007400094437,0.00027225900162620374
74,1.0043519651842785,1.0020576131687242,-0.0004592372954660624,0.00027255749032197046
75,1.0065279477764177,1.0031550068587105,0.0013806967733558542,0.0002728559790177372
76,1.0088399292805659,1.0042524005486968,0.0013838682157483757,0.00118366936009185
