x Psi11 Psi22 Psi4a4a Psi4s4s
0.0 3.8484250093719465 0.0003373869200238707 0.4698143543131449 0.5219905444873908
0.061224489795918366 3.808153859543812 0.0003391992146753973 0.41896406477209797 0.6390346660315965
0.12244897959183673 3.7694993178058085 0.00034102080251196827 0.37318293897797594 0.8400206124854684
0.18367346938775508 3.732458403417989 0.00034285171375779123 0.3321419741574955 1.1783325001718974
0.24489795918367346 3.697036452576698 0.000344691978734079 0.29549444771077954 1.7409442094949665
0.30612244897959184 3.663247538388989 0.00034654162784603467 0.2628858255175713 2.66395838976604
0.36734693877551017 3.63111472100325 0.0003484006915697589 0.23396247000070133 4.145946802718609
0.42857142857142855 3.60067010523739 0.00035026920043909404 0.2083789090693401 6.445557771834932
0.4897959183673469 3.5719546876151718 0.0003521471850324076 0.1858035777522501 9.84419805348768
0.5510204081632653 3.5450179806121356 0.0003540346759593307 0.16592306544744698 14.568013341055458
0.6122448979591837 3.519917408966971 0.0003559317038474569 0.14844498904102524 20.706350208414378
0.673469387755102 3.4967174808764403 0.0003578382993290151 0.13309966673544224 28.199001839736354
0.7346938775510203 3.4754887454161874 0.0003597544930275211 0.11964079374728506 36.92145108194176
0.7959183673469388 3.4563065561950226 0.00036168031554442253 0.10784532524445174 46.797221582025415
0.8571428571428571 3.4392496695850427 0.0003636157974457424 0.09751276047666119 57.84114408221671
0.9183673469387755 3.424398713384222 0.0003655609692487333 0.08846400091534484 70.12215102774074
0.9795918367346939 3.4118345679904145 0.0003675158614085501 0.08053992919948288 83.70778592175796
1.0408163265306123 3.401636706681791 0.0003694805043049508 0.07359982840246454 98.64032972943694
1.1020408163265305 3.393881544087782 0.00037145492822903596 0.06751973505120276 114.94587528262984
1.163265306122449 3.388640842199836 0.000373439163370032 0.06219079592147306 132.65306011834542
1.2244897959183674 3.3859802212593744 0.0003754332398021322 0.057517678624911826 151.80332247958222
1.2857142857142856 3.385957818669649 0.0003774371874713994 0.053417069578477805 172.44882083572512
1.346938775510204 3.3886231329528074 0.000379451036182743 0.04981627994426918 194.64321113664062
1.4081632653061225 3.394016082082794 0.00038147481558697456 0.04665197018580801 218.4319743860084
1.4693877551020407 3.4021662967348556 0.0003835085551679545 0.04386899655545518 243.8463373605396
1.530612244897959 3.4130926596251863 0.00038555228422983433 0.041419377638151574 270.90165012126846
1.5918367346938775 3.426803092706865 0.00038760603188440405 0.03926137558775587 299.59912938972246
1.653061224489796 3.443294585050443 0.0003896698270385526 0.03735868451311842 329.9292965736818
1.7142857142857142 3.4625534462153427 0.0003917436983818468 0.035679717271174485 361.8757075932888
1.7755102040816326 3.4845557631651807 0.0003938276743742395 0.03419698143401827 395.41813747750854
1.836734693877551 3.509268033539713 0.0003959217832339095 0.03288653520249448 430.53490364453745
1.8979591836734693 3.536647944493686 0.000398026052925244 0.031727514375596635 467.20435357979585
1.9591836734693877 3.566645264361216 0.0004001405111469675 0.03070172202905938 505.40570257422064
2.020408163265306 3.5992028140139602 0.0004022651853204255 0.029793273217247264 545.1194389468218
2.0816326530612246 3.6342574857821264 0.00040440010257802595 0.028988287725108093 586.3274787259776
2.142857142857143 3.671741279970143 0.00040654528975184846 0.028274624616969973 629.0131948752013
2.204081632653061 3.7115823320599093 0.0004087007733624232 0.027641653026792563 673.1613937767409
2.2653061224489797 3.753705907379783 0.00041086657960768636 0.027080054291726597 718.7582739893919
2.326530612244898 3.7980353440606813 0.0004130427343521172 0.026581651137079377 765.7913799018512
2.387755102040816 3.844492929260702 0.00041522926311606163 0.026139260171235558 814.2495522061532
2.4489795918367347 3.8930006977104243 0.0004174261910652451 0.025746564442777745 864.1228736754982
2.510204081632653 3.943481145448415 0.0004196335430004822 0.02539800325053712 915.4026088929031
2.571428571428571 3.995857855059929 0.0004218513433475838 0.025088676783681832 968.0811379494187
2.63265306122449 4.050056031722418 0.0004240796161474678 0.024814263507204434 1000.0
2.693877551020408 4.106002951859397 0.000426318385046474 0.02457094850268819 1000.0
2.7551020408163263 4.16362832820104 0.00042856767328689144 0.024355361229505403 1000.0
2.816326530612245 4.22286459656297 0.0004308275036976942 0.024164521392002057 1000.0
2.877551020408163 4.283647130721013 0.0004330978986854944 0.023995791787890523 1000.0
2.9387755102040813 4.34591439242849 0.0004353788802257122 0.023846837175832084 1000.0
3.0 4.409608023949732 0.00043767046985396344 0.023715588339529036 1000.0
