x Psi11 Psi22
3.0 5.404682391995448e-05 1.1647112175546397e-09
4.979591836734694 6.420736672877649e-05 8.684892012090427e-10
6.959183673469388 7.889088654353816e-05 6.885607928686774e-10
8.938775510204083 9.9822515160601e-05 5.678863045383957e-10
10.918367346938776 0.00012932873925028228 4.813969319592893e-10
12.89795918367347 0.0001705554489381624 4.167782084931269e-10
14.877551020408164 0.00022774287254445774 3.6708072006038386e-10
16.857142857142858 0.0003065495086517338 3.2793894336547623e-10
18.836734693877553 0.00041440193391173094 2.9644873241608375e-10
20.816326530612248 0.0005608127221151261 2.706278302228463e-10
22.79591836734694 0.0007575463885669479 2.491042528101643e-10
24.775510204081634 0.0010184207319485258 2.3091568405105507e-10
26.75510204081633 0.0013584243842959017 2.1537540193561757e-10
28.73469387755102 0.0017917716817031537 2.0198243338047342e-10
30.714285714285715 0.002328634519639906 1.9036184024506508e-10
32.69387755102041 0.002970765552184459 1.802253578935949e-10
34.673469387755105 0.00370712221859922 1.71345549671157e-10
36.6530612244898 0.004511562050247208 1.6353879472398474e-10
38.632653061224495 0.005344796579524277 1.5665398105135516e-10
40.61224489795919 0.006161220364093803 1.5056485953368407e-10
42.59183673469388 0.006918469264356632 1.4516474584526907e-10
44.57142857142858 0.007585712263482611 1.4036273719452516e-10
46.55102040816327 0.008147479998460425 1.360809193938555e-10
48.53061224489796 0.008602566692655548 1.3225223494146574e-10
50.51020408163266 0.00895987623164248 1.2881880481815202e-10
52.48979591836735 0.00923362388716307 1.2573057238133358e-10
54.46938775510204 0.009439480815860527 1.2294418447337572e-10
56.44897959183673 0.009592164094090356 1.2042205370863684e-10
58.42857142857143 0.009704286461536838 1.181315637830397e-10
60.40816326530612 0.00978604807381104 1.1604439084016203e-10
62.38775510204081 0.009845385897246978 1.1413592105020287e-10
64.36734693877551 0.00988831597767226 1.1238474920668603e-10
66.34693877551021 0.009919316958483231 1.1077224628396945e-10
68.32653061224491 0.009941681943371878 1.092821861061061e-10
70.3061224489796 0.009957811924906522 1.0790042290202291e-10
72.28571428571429 0.009969447517041182 1.0661461277132686e-10
74.26530612244899 0.009977845886612494 1.0541397308423645e-10
76.24489795918367 0.009983912917579602 1.0428907466345946e-10
78.22448979591837 0.009988300510875205 1.032316622915217e-10
80.20408163265307 0.009991477522992984 1.0223449968308699e-10
82.18367346938776 0.009993781149738272 1.0129123557723472e-10
84.16326530612245 0.0099954539862676 1.0039628805258383e-10
86.14285714285715 0.009996670683250776 9.954474455824578e-11
88.12244897959184 0.009997557088557004 9.873227549338041e-11
90.10204081632654 0.009998203981287066 9.79550594639087e-11
92.08163265306123 0.009998676923262517 9.720971860195612e-11
94.06122448979592 0.009999023326696322 9.649326255665475e-11
96.04081632653062 0.009999277527126708 9.580303995805723e-11
98.02040816326532 0.009999464427222283 9.513669632292376e-11
100.0 0.009999602116440505 9.449213751528485e-11
