x Psi11 Psi22
3.0 8.513135641149773e-26 2.069963088601833e-12
4.979591836734694 2.4635743544663604e-05 1.2458538096531865e-11
6.959183673469388 5.0236477558358484e-05 2.2847113448945335e-11
8.938775510204083 7.93755353816741e-05 3.323569000877077e-11
10.918367346938776 0.00011680499009969475 4.362426921422231e-11
12.89795918367347 0.00017064767802557642 5.401285307880035e-11
14.877551020408164 0.00025510084904924 6.440144419129296e-11
16.857142857142858 0.00039625090067251005 7.479004571577796e-11
18.836734693877553 0.0006446893447887178 8.517866139162617e-11
20.816326530612248 0.00110387321485161 9.556729553350585e-11
22.79591836734694 0.0019969486426324084 1.0595595303138865e-10
24.775510204081634 0.0038328061565397406 1.1634463935055718e-10
26.75510204081633 0.007843369458137088 1.2673336053161462e-10
28.73469387755102 0.017209756523964212 1.3712212319049603e-10
30.714285714285715 0.04074178084890594 1.4751093451848255e-10
32.69387755102041 0.10475856983365296 1.5789980228221755e-10
34.673469387755105 0.2946018792153008 1.6828873482372587e-10
36.6530612244898 0.9125640942337313 1.786777410604357e-10
38.632653061224495 3.13616231442352 1.890668304852041e-10
40.61224489795919 12.044363098037916 1.9945601316634498e-10
42.59183673469388 52.06733079643132 2.0984529974766184e-10
44.57142857142858 100.0 2.2023470144848315e-10
46.55102040816327 100.0 2.306242300637021e-10
48.53061224489796 100.0 2.4101389796382113e-10
50.51020408163266 100.0 2.5140371809499995e-10
52.48979591836735 100.0 2.617937039791084e-10
54.46938775510204 100.0 2.721838697137849e-10
56.44897959183673 100.0 2.825742299724986e-10
58.42857142857143 100.0 2.9296480000461786e-10
60.40816326530612 100.0 3.033555956354836e-10
62.38775510204081 100.0 3.137466332664888e-10
64.36734693877551 100.0 3.2413792987516295e-10
66.34693877551021 100.0 3.34529503015264e-10
68.32653061224491 100.0 3.4492137081687455e-10
70.3061224489796 100.0 3.55313551986507e-10
72.28571428571429 100.0 3.657060658072137e-10
74.26530612244899 100.0 3.7609893213870366e-10
76.24489795918367 100.0 3.8649217141746856e-10
78.22448979591837 100.0 3.9688580465691354e-10
80.20408163265307 100.0 4.072798534474974e-10
82.18367346938776 100.0 4.176743399568794e-10
84.16326530612245 100.0 4.2806928693007456e-10
86.14285714285715 100.0 4.3846471768961774e-10
88.12244897959184 100.0 4.4886065613573414e-10
90.10204081632654 100.0 4.5925712674652076e-10
92.08163265306123 100.0 4.69654154578135e-10
94.06122448979592 100.0 4.80051765264993e-10
96.04081632653062 100.0 4.904499850199772e-10
98.02040816326532 100.0 5.008488406346533e-10
100.0 100.0 5.112483594794958e-10
