1.000000000000000000e+00 0.000000000000000000e+00
1.040000000000000036e+00 1.156564457371982713e-01
1.080000000000000071e+00 2.300986039742730638e-01
1.120000000000000107e+00 3.455765557320903958e-01
1.149999999999999911e+00 4.337927773253148489e-01
1.209999999999999964e+00 6.163218798566398871e-01
1.320000000000000062e+00 9.797472663630173439e-01
1.429999999999999938e+00 1.393269971258113582e+00
1.699999999999999956e+00 2.742099709958918829e+00
1.949999999999999956e+00 4.711441560339259205e+00
2.500000000000000000e+00 1.513922815990079584e+01
3.040000000000000036e+00 5.290910197417082372e+01
3.439999999999999947e+00 1.000000000000000000e+02
3.759999999999999787e+00 1.000000000000000000e+02
4.030000000000000249e+00 1.000000000000000000e+02
4.259999999999999787e+00 1.000000000000000000e+02
4.450000000000000178e+00 1.000000000000000000e+02
