1.000000000000000000e+00 0.000000000000000000e+00
1.081428571428571406e+00 9.565071624853442589e-02
1.162857142857142811e+00 1.733496312448001841e-01
1.244285714285714217e+00 2.385855864938174753e-01
1.325714285714285623e+00 2.949508985706041919e-01
1.407142857142857029e+00 3.448640091195139257e-01
1.488571428571428434e+00 3.899938246210398196e-01
1.570000000000000062e+00 4.315174364362760473e-01
1.651428571428571468e+00 4.702813572924835483e-01
1.732857142857142874e+00 5.069050826267074150e-01
1.814285714285714279e+00 5.418491878456190847e-01
1.895714285714285685e+00 5.754610612289010607e-01
1.977142857142857091e+00 6.080062094056207789e-01
2.058571428571428719e+00 6.396900625300785403e-01
2.140000000000000124e+00 6.706734060139485365e-01
2.221428571428571530e+00 7.010834635065236187e-01
2.302857142857142936e+00 7.310219665904416075e-01
2.384285714285714342e+00 7.605711072418187557e-01
2.465714285714285747e+00 7.897979839543184388e-01
2.547142857142857153e+00 8.187579643837962218e-01
2.628571428571428559e+00 8.474972615531236597e-01
2.709999999999999964e+00 8.760549353963645869e-01
2.791428571428571370e+00 9.044644730370349217e-01
2.872857142857142776e+00 9.327550609280412797e-01
2.954285714285714182e+00 9.609526341619852863e-01
3.035714285714286031e+00 9.890807691993303008e-01
3.117142857142857437e+00 1.017161473565550756e+00
3.198571428571428399e+00 1.045215918223749707e+00
3.280000000000000249e+00 1.073265154451107595e+00
3.361428571428571654e+00 1.101330856736691510e+00
3.442857142857143060e+00 1.129436136499734955e+00
3.524285714285714022e+00 1.157606478755835555e+00
3.605714285714285872e+00 1.185870866189689066e+00
3.687142857142857277e+00 1.214263174037801596e+00
3.768571428571428683e+00 1.242823947273377083e+00
3.849999999999999645e+00 1.271602712696654924e+00
3.931428571428571495e+00 1.300661038578065698e+00
4.012857142857143344e+00 1.330076642509578910e+00
4.094285714285714306e+00 1.359948977984151819e+00
4.175714285714285268e+00 1.390406923509576620e+00
4.257142857142857117e+00 1.421619488595505576e+00
4.338571428571428967e+00 1.453810892383488484e+00
4.420000000000000817e+00 1.487282049147838903e+00
4.501428571428570891e+00 1.522441550392243492e+00
4.582857142857142740e+00 1.559850896429398448e+00
4.664285714285714590e+00 1.600291386311004205e+00
4.745714285714285552e+00 1.644864376312345833e+00
4.827142857142856514e+00 1.695143686169423791e+00
4.908571428571428363e+00 1.753410729714107053e+00
4.990000000000000213e+00 1.823022954907544069e+00
