x y_gt y_node y_cann y_icnn
1.0 0.0 0.0 0.0 0.0
1.04 0.0942 0.0718076060525497 0.07174668774484898 0.07189537970401212
1.08 0.16 0.13154445367143078 0.13141383216979027 0.13168350084503452
1.12 0.24 0.1820077085775195 0.1818108693823442 0.18218003819943537
1.15 0.26 0.21504093469276364 0.2148017282356337 0.21523420227021314
1.21 0.331 0.2715973751478065 0.2712913901169488 0.27182739691512475
1.32 0.439 0.3526740146747211 0.3522871464450847 0.3529533819564017
1.43 0.514 0.41606813209471916 0.4156400463711495 0.41637947310131934
1.7 0.657 0.5370455348490881 0.5366865132384097 0.5374032310484254
1.95 0.773 0.6311152357089213 0.6310894186314474 0.6314851065910462
2.5 0.968 0.8213332090963781 0.8239809324770282 0.8218939508763973
3.04 1.26 1.0098275795118155 1.0175442057122404 1.0106002169200021
3.44 1.47 1.2036355187164076 1.2007031098475147 1.2085142121591648
3.76 1.73 1.4551954347157283 1.54591617094865 1.414548050426693
4.03 1.97 1.7735529840346678 3.0551140826181045 1.5426092221672925
4.26 2.23 2.1298520024592484 13.134581252058712 1.63521911161188
4.45 2.45 2.4815325858205277 85.97511357512423 1.7092508162548552
